customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RiskScore,RiskSegment
TC-0002176,Female,1,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.63,1194.12,No,27.33,Medium Risk
TC-0002177,Male,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,100.11,1636.52,Yes,74.85,High Risk
TC-0002178,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.37,990.97,No,26.62,Medium Risk
TC-0002179,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.2,487.79,Yes,68.4,High Risk
TC-0002180,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.1,837.62,No,28.18,Medium Risk
TC-0002181,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,125.34,3795.96,Yes,72.17,High Risk
TC-0002182,Male,1,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,145.95,3179.21,No,38.14,Medium Risk
TC-0002183,Male,1,No,No,13,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,85.22,1030.58,No,27.21,Medium Risk
TC-0002184,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),130.27,9273.18,Yes,63.18,High Risk
TC-0002185,Female,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,126.57,1326.37,No,33.05,Medium Risk
TC-0002186,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,125.06,259.06,No,37.09,Medium Risk
TC-0002187,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,132.81,4460.39,Yes,74.5,High Risk
TC-0002188,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.44,381.08,Yes,68.52,High Risk
TC-0002189,Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),134.17,3280.56,No,30.68,Medium Risk
TC-0002190,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),102.39,293.32,Yes,70.81,High Risk
TC-0002191,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.27,33.35,No,19.63,Low Risk
TC-0002192,Female,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,56.1,Yes,64.75,High Risk
TC-0002193,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),105.19,892.08,Yes,69.21,High Risk
TC-0002194,Female,0,No,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,134.18,Yes,72.61,High Risk
TC-0002195,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.66,155.43,No,28.13,Medium Risk
TC-0002196,Male,0,No,Yes,28,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.97,2348.77,No,24.8,Low Risk
TC-0002197,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,115.01,3620.34,Yes,73.58,High Risk
TC-0002198,Female,0,Yes,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.0,1419.67,Yes,59.65,High Risk
TC-0002199,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.04,2985.05,Yes,62.9,High Risk
TC-0002200,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,128.35,1327.98,Yes,73.51,High Risk
TC-0002201,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,98.86,4310.76,No,21.63,Low Risk
TC-0002202,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,278.15,Yes,68.67,High Risk
TC-0002203,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),101.55,1253.41,No,28.67,Medium Risk
TC-0002204,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,112.7,3030.28,No,25.47,Medium Risk
TC-0002205,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),125.13,464.66,Yes,72.59,High Risk
TC-0002206,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,76.61,2570.01,Yes,70.48,High Risk
TC-0002207,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,131.17,1393.35,Yes,75.27,Critical Risk
TC-0002208,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),120.22,237.04,No,25.16,Medium Risk
TC-0002209,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),102.96,206.11,No,23.17,Low Risk
TC-0002210,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,102.34,320.37,No,25.95,Medium Risk
TC-0002211,Female,0,Yes,No,44,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.63,3714.58,Yes,62.78,High Risk
TC-0002212,Female,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),137.26,10249.11,No,23.82,Low Risk
TC-0002213,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),106.63,783.99,Yes,65.22,High Risk
TC-0002214,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,109.34,640.69,Yes,69.11,High Risk
TC-0002215,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.63,141.8,Yes,61.26,High Risk
TC-0002216,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,121.87,3845.65,Yes,71.04,High Risk
TC-0002217,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,89.3,369.19,No,31.38,Medium Risk
TC-0002218,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,103.86,5778.17,No,27.26,Medium Risk
TC-0002219,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.38,2890.22,No,34.92,Medium Risk
TC-0002220,Male,0,No,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.54,3686.57,Yes,67.67,High Risk
TC-0002221,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,105.51,1694.5,Yes,70.15,High Risk
TC-0002222,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),111.14,2523.22,No,20.73,Low Risk
TC-0002223,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,115.26,2170.65,No,31.68,Medium Risk
TC-0002224,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.14,962.74,No,14.01,Low Risk
TC-0002225,Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.81,1272.34,Yes,67.72,High Risk
TC-0002226,Male,0,No,Yes,17,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,89.19,1493.9,No,28.4,Medium Risk
TC-0002227,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.44,2019.53,Yes,67.67,High Risk
TC-0002228,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),119.39,6181.77,No,24.68,Low Risk
TC-0002229,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),85.88,4891.27,No,15.86,Low Risk
TC-0002230,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,81.61,1553.99,Yes,69.97,High Risk
TC-0002231,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),102.89,107.51,Yes,69.7,High Risk
TC-0002232,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.42,137.85,Yes,68.47,High Risk
TC-0002233,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.1,1869.31,No,23.34,Low Risk
TC-0002234,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.14,77.71,No,20.34,Low Risk
TC-0002235,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.29,307.53,Yes,71.11,High Risk
TC-0002236,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.64,409.45,Yes,68.47,High Risk
TC-0002237,Female,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),121.49,2354.85,Yes,66.14,High Risk
TC-0002238,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.5,1411.24,Yes,65.6,High Risk
TC-0002239,Male,1,No,Yes,6,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),59.42,334.46,No,19.53,Low Risk
TC-0002240,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,99.0,389.92,Yes,73.56,High Risk
TC-0002241,Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.46,2013.71,No,26.5,Medium Risk
TC-0002242,Male,1,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),119.54,6695.94,Yes,65.41,High Risk
TC-0002243,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,121.89,0.0,Yes,88.0,Critical Risk
TC-0002244,Female,0,No,Yes,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.17,104.29,Yes,65.1,High Risk
TC-0002245,Female,0,Yes,No,20,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),57.0,1031.77,No,18.94,Low Risk
TC-0002246,Female,0,No,Yes,32,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.83,2452.65,Yes,69.3,High Risk
TC-0002247,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.26,1065.82,Yes,62.87,High Risk
TC-0002248,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,81.15,1843.31,No,27.17,Medium Risk
TC-0002249,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.74,1504.75,No,14.84,Low Risk
TC-0002250,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.35,193.98,No,26.76,Medium Risk
TC-0002251,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,114.81,225.28,No,27.25,Medium Risk
TC-0002252,Female,1,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),87.49,1532.58,No,22.86,Low Risk
TC-0002253,Female,1,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,128.72,4354.6,No,31.94,Medium Risk
TC-0002254,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,123.19,1921.15,Yes,75.16,Critical Risk
TC-0002255,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),89.9,5436.35,No,14.04,Low Risk
TC-0002256,Female,1,No,No,31,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,105.31,3483.28,Yes,71.35,High Risk
TC-0002257,Female,0,No,Yes,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.81,1637.12,Yes,69.45,High Risk
TC-0002258,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,103.61,103.76,Yes,70.17,High Risk
TC-0002259,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,120.46,239.61,Yes,76.39,Critical Risk
TC-0002260,Male,1,No,No,30,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),102.34,3347.35,Yes,67.78,High Risk
TC-0002261,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.35,168.47,No,30.68,Medium Risk
TC-0002262,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),92.38,83.39,Yes,66.38,High Risk
TC-0002263,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.9,1812.61,Yes,64.73,High Risk
TC-0002264,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,105.86,4490.39,No,27.63,Medium Risk
TC-0002265,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,110.83,480.89,No,26.38,Medium Risk
TC-0002266,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.58,1074.47,No,23.87,Low Risk
TC-0002267,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.41,34.5,No,26.62,Medium Risk
TC-0002268,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,109.42,647.44,Yes,67.31,High Risk
TC-0002269,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,128.4,2645.64,Yes,76.36,Critical Risk
TC-0002270,Female,0,No,No,28,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.12,2897.28,Yes,67.92,High Risk
TC-0002271,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,85.28,78.04,No,26.57,Medium Risk
TC-0002272,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.56,326.15,Yes,72.17,High Risk
TC-0002273,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),85.1,351.83,No,21.25,Low Risk
TC-0002274,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.37,5695.59,Yes,65.89,High Risk
TC-0002275,Female,0,Yes,No,22,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.44,2036.84,Yes,66.74,High Risk
TC-0002276,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),116.35,1254.56,No,23.52,Low Risk
TC-0002277,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,143.49,151.49,No,36.56,Medium Risk
TC-0002278,Male,0,Yes,No,18,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.48,1262.22,No,31.19,Medium Risk
TC-0002279,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,100.57,1883.22,Yes,68.96,High Risk
TC-0002280,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,128.3,3854.16,Yes,75.79,Critical Risk
TC-0002281,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),119.19,701.84,No,30.52,Medium Risk
TC-0002282,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.28,2118.39,Yes,63.44,High Risk
TC-0002283,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.65,415.23,Yes,72.74,High Risk
TC-0002284,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,107.99,756.84,Yes,69.74,High Risk
TC-0002285,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.82,600.75,Yes,66.46,High Risk
TC-0002286,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),119.67,1579.17,Yes,68.9,High Risk
TC-0002287,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.33,2550.39,No,21.33,Low Risk
TC-0002288,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,129.14,3247.21,Yes,72.11,High Risk
TC-0002289,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.67,525.34,No,16.72,Low Risk
TC-0002290,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),135.83,439.78,Yes,73.59,High Risk
TC-0002291,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.86,91.29,Yes,65.49,High Risk
TC-0002292,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,68.71,842.49,No,22.95,Low Risk
TC-0002293,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,121.67,2901.43,No,27.21,Medium Risk
TC-0002294,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,108.53,3027.64,No,26.65,Medium Risk
TC-0002295,Male,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.87,215.21,No,24.36,Low Risk
TC-0002296,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),116.85,247.57,Yes,63.58,High Risk
TC-0002297,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),72.55,704.33,No,22.01,Low Risk
TC-0002298,Male,0,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,1001.74,No,18.86,Low Risk
TC-0002299,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.77,1552.22,Yes,71.85,High Risk
TC-0002300,Male,1,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,77.97,499.38,No,35.93,Medium Risk
TC-0002301,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,115.57,834.73,Yes,75.16,Critical Risk
TC-0002302,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,131.65,285.06,Yes,78.7,Critical Risk
TC-0002303,Female,1,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),104.67,1130.63,No,27.13,Medium Risk
TC-0002304,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.23,883.89,No,17.96,Low Risk
TC-0002305,Female,1,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,119.36,7955.83,No,25.54,Medium Risk
TC-0002306,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,107.4,1485.07,Yes,73.63,High Risk
TC-0002307,Male,1,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,101.22,279.84,Yes,76.37,Critical Risk
TC-0002308,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),141.84,3084.25,No,30.1,Medium Risk
TC-0002309,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),97.4,2555.73,Yes,62.77,High Risk
TC-0002310,Male,1,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,73.87,69.58,Yes,65.49,High Risk
TC-0002311,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,83.21,2962.73,No,23.6,Low Risk
TC-0002312,Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.31,3300.07,Yes,65.65,High Risk
TC-0002313,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,85.24,937.11,Yes,69.0,High Risk
TC-0002314,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),105.98,1671.16,Yes,67.13,High Risk
TC-0002315,Female,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.33,1694.26,Yes,64.01,High Risk
TC-0002316,Male,1,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,73.98,1747.72,No,25.87,Medium Risk
TC-0002317,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.82,34.53,No,25.47,Medium Risk
TC-0002318,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,93.28,178.29,Yes,74.31,High Risk
TC-0002319,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),123.75,394.61,Yes,72.51,High Risk
TC-0002320,Male,0,No,No,28,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,2398.91,Yes,64.36,High Risk
TC-0002321,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,114.91,1166.88,Yes,66.83,High Risk
TC-0002322,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,117.56,1763.5,No,27.85,Medium Risk
TC-0002323,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),114.32,3628.74,No,20.44,Low Risk
TC-0002324,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.91,928.97,No,31.4,Medium Risk
TC-0002325,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,105.71,2943.79,No,28.0,Medium Risk
TC-0002326,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.48,358.25,No,23.28,Low Risk
TC-0002327,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,43.69,409.69,No,22.57,Low Risk
TC-0002328,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,58.03,492.16,No,23.96,Low Risk
TC-0002329,Female,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),90.37,6047.42,No,15.51,Low Risk
TC-0002330,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.48,2598.68,No,30.97,Medium Risk
TC-0002331,Male,1,No,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),99.13,97.03,Yes,69.78,High Risk
